iter	PRAUC	Logloss
883	0.9044520684	0.4107959069
884	0.9044815294	0.4107210152
885	0.9045278981	0.4106146527
886	0.9045892159	0.4105202572
887	0.9046565147	0.4104183765
888	0.9047218126	0.4103403701
889	0.9047882796	0.410204868
890	0.9047969845	0.4101595695
891	0.9048330891	0.4100977654
892	0.9048776338	0.4100026235
893	0.9049543544	0.4098672911
894	0.9050469831	0.4096871459
895	0.9051063573	0.4095952156
896	0.9051296045	0.4095070105
897	0.9051962561	0.4094292913
898	0.9052532378	0.4093517615
899	0.9053138052	0.4092444878
900	0.9053577104	0.4091419171
901	0.9053898558	0.4090652888
902	0.905442152	0.4089638929
903	0.905453485	0.4089236223
904	0.9054905125	0.4088648539
905	0.9055241323	0.4087975534
906	0.9055551076	0.4086967342
907	0.9056040514	0.4086366976
908	0.9056575525	0.408574102
909	0.9057132963	0.4084778667
910	0.9057629195	0.4083800905
911	0.9058534259	0.4082336801
912	0.9059179767	0.4081008623
913	0.9059412236	0.4080649608
914	0.9060257601	0.4079371525
915	0.9060936389	0.4077956813
916	0.9061386534	0.4076744128
917	0.906229713	0.4075338526
918	0.9062942129	0.4074238652
919	0.9063936354	0.4072944328
920	0.9064603244	0.4071467185
921	0.9065648282	0.4070204297
922	0.9066575376	0.406881417
923	0.9067208962	0.4067769127
924	0.9067724938	0.4066588505
925	0.9068087925	0.4065678651
926	0.9068370923	0.4065231803
927	0.9068829382	0.4064333728
928	0.9069242646	0.4063439145
929	0.9069590269	0.4062999002
930	0.9070086247	0.406200621
931	0.9070894654	0.4060537381
932	0.9071369415	0.4059578385
933	0.9071774216	0.4058611731
934	0.9072460201	0.4057469985
935	0.9073048903	0.4056216807
936	0.9074124828	0.4054446963
937	0.9075080008	0.4052807673
938	0.9075497781	0.4052008082
939	0.907579141	0.4051494031
940	0.9076253798	0.4050719375
941	0.9076578159	0.4050112517
942	0.9076806334	0.4049333347
943	0.9077493746	0.404807051
944	0.9078137477	0.4046963918
945	0.9078636494	0.4046286794
946	0.9079583119	0.4045160481
947	0.9080030113	0.4044258625
948	0.9080706933	0.4043070711
949	0.9081340459	0.4041758431
950	0.908196611	0.4040579042
951	0.9082455588	0.4039706861
952	0.9082706008	0.4039201009
953	0.9083362713	0.4038172796
954	0.9083934501	0.4037280405
955	0.908448372	0.4036343155
956	0.9084916544	0.4035590106
957	0.9085558448	0.4034635942
958	0.9085871749	0.4033963962
959	0.9086467454	0.4032923975
960	0.9086725214	0.4032438798
961	0.9087205403	0.4031746893
962	0.9087724002	0.403068021
963	0.9088148896	0.4029642261
964	0.9088719569	0.4028505528
965	0.9089495045	0.4026628464
966	0.9090034472	0.4026018684
967	0.9090481248	0.4025209942
968	0.909099094	0.4024495716
969	0.9091387442	0.4023735844
970	0.909179135	0.4022942085
971	0.9092109624	0.4022289404
972	0.9092762971	0.4020884368
973	0.9093160841	0.4020135467
974	0.9093554458	0.4019267507
975	0.9094531638	0.4017704916
976	0.9094977782	0.4016757797
977	0.9095489643	0.4016017075
978	0.9096090727	0.4014957875
979	0.9097055195	0.4013373061
980	0.9097713647	0.4012293329
981	0.909829698	0.4011383198
982	0.9098664267	0.4010674725
983	0.9099247527	0.4009764513
984	0.9100000608	0.4008299665
985	0.9100341726	0.4007320803
986	0.9100738825	0.4006558605
987	0.9101684644	0.4005408196
988	0.9102475268	0.400431135
989	0.9102923019	0.4003665497
990	0.9103820935	0.4002554179
991	0.9104553483	0.4001176479
992	0.9104987286	0.4000181155
993	0.9105530963	0.399934933
994	0.910625701	0.3998495817
995	0.9106839299	0.3997286305
996	0.9107212522	0.3996489415
997	0.9107650592	0.3995605049
998	0.9108232831	0.3994625099
999	0.9108849551	0.3993393831
